대분류,중분류,소분류,발명의 명칭,출원일,대표출원인 국적
UAM,기체•부품,인증•시험평가,비행체,2019.09.19,JP
UAM,기체•부품,동력•추진 시스템,유인 비행체,2019.09.26,JP
UAM,기체•부품,동력•추진 시스템,테일 로터,2007.10.05,JP
UAM,기체•부품,기체구조,리프트 팬 수직이착륙기 및 그 자세 운동 제어 방법,2005.10.31,JP
UAM,기체•부품,동력•추진 시스템,테일 로터 장치 및 헬리콥터,2007.08.29,JP
UAM,기체•부품,기계•전기전자 시스템,테일 로터 장치 및 헬리콥터,2007.08.29,JP
UAM,기체•부품,기계•전기전자 시스템,비행체 및 비행체의 제어 방법,2019.06.10,JP
UAM,기체•부품,기계•전기전자 시스템,비행체 및 비행체의 제어 방법,2019.06.10,JP
UAM,기체•부품,기계•전기전자 시스템,영상 표시장치,2015.10.05,JP
UAM,기체•부품,기계•전기전자 시스템,"투척 검지 시스템, 방법, 패턴 검출 장치, 패턴 발생 장치, 및 패턴 검출 장치를 구비한 비행 장치",2015.11.25,JP
UAM,기체•부품,기계•전기전자 시스템,"비행 장치, 비행 장치의 제어 방법, 및 프로그램",2017.03.01,JP
UAM,기체•부품,기계•전기전자 시스템,"정보수집 장치, 정보 수집 방법",2015.09.18,JP
UAM,기체•부품,기계•전기전자 시스템,비행형 묘화 장치,2017.04.28,JP
UAM,기체•부품,기계•전기전자 시스템,"촬상 장치, 촬상 방법 및 프로그램",2016.06.23,JP
UAM,기체•부품,기계•전기전자 시스템,포장 작업기,2018.12.04,JP
UAM,기체•부품,기계•전기전자 시스템,부양 이동대,2014.11.27,JP
UAM,기체•부품,기체구조,"무인기계, 그 제어 시스템 및 방법, 및 무인기계 착륙 제어 방법",2017.10.24,CN
UAM,기체•부품,기체구조,이물 제거 가동부 첨부 수직 이착륙 비행체,2018.07.17,JP
UAM,기체•부품,기계•전기전자 시스템,무인 항공기용 측정유닛 및 무인 항공기,2018.05.16,JP
UAM,기체•부품,기계•전기전자 시스템,항공 화상으로부터의 자동 물체 검출을 위한 방법 및 시스템,2020.05.21,TW
UAM,기체•부품,기계•전기전자 시스템,탑승교 저장 자세 수정 시스템,2015.03.16,JP
UAM,기체•부품,기계•전기전자 시스템,하수도관거변형 계측 방법 및 장치,2017.01.13,JP
UAM,기체•부품,기계•전기전자 시스템,비행 작업체,2018.07.09,JP
UAM,기체•부품,기계•전기전자 시스템,"관로 시설 점검 비행체와, 그것을 이용한 관로 시설 점검 시스템",2016.06.21,JP
UAM,기체•부품,기계•전기전자 시스템,"배관 준공도면 작성 시스템 및 배관 시공도면 작성 방법, 및 배관 준공도면 작성 시스템으로 이용하는 비행체, 관접합 위치 산출 장치",2017.10.23,JP
UAM,기체•부품,동력•추진 시스템,"무인 항공기, 및 무인 항공기로 관성 계측 유닛을 분리하는 방법",2017.11.09,CN
UAM,기체•부품,기계•전기전자 시스템,비행체,2015.02.27,JP
UAM,기체•부품,기계•전기전자 시스템,통화 시스템,2018.04.24,JP
UAM,기체•부품,기계•전기전자 시스템,비행체 및 비행체의 제어 방법,2019.06.10,JP
UAM,기체•부품,기계•전기전자 시스템,비행체 및 비행체의 제어 방법,2019.06.10,JP
UAM,기체•부품,기계•전기전자 시스템,"이동 제어장치, 이동 제어 방법 및 이동 제어 시스템",2014.03.20,JP
UAM,기체•부품,기계•전기전자 시스템,"이동 제어장치, 이동 제어 방법 및 이동 제어 시스템",2014.03.20,JP
UAM,기체•부품,기계•전기전자 시스템,"이동 제어장치, 이동 제어 방법 및 이동 제어 시스템",2014.03.20,JP
UAM,기체•부품,기계•전기전자 시스템,"이동 제어장치, 이동 제어 방법 및 이동 제어 시스템",2014.03.20,JP
UAM,기체•부품,기계•전기전자 시스템,"이동 제어장치, 이동 제어 방법 및 이동 제어 시스템",2014.03.20,JP
UAM,기체•부품,기계•전기전자 시스템,"이동 제어장치, 이동 제어 방법 및 이동 제어 시스템",2014.03.20,JP
UAM,기체•부품,기계•전기전자 시스템,"광역 센서 시스템, 비행 검출 방법 및 프로그램",2015.06.30,JP
UAM,기체•부품,기계•전기전자 시스템,공동 촬영 시스템,2002.07.23,JP
UAM,기체•부품,동력•추진 시스템,비행체 및 비행체의 제어 방법,2019.06.10,JP
UAM,기체•부품,기계•전기전자 시스템,"무인 항공기, 위치 추정 장치, 비행 제어장치, 위치 추정 방법, 제어 방법 및 프로그램",2017.04.18,JP
UAM,기체•부품,기계•전기전자 시스템,무인 항공기,2016.11.24,JP
UAM,기체•부품,기계•전기전자 시스템,"비행체, 통신 단말, 및 프로그램",2017.07.27,JP
UAM,기체•부품,기계•전기전자 시스템,여행처 정보 제공 시스템,2013.02.21,JP
UAM,기체•부품,기계•전기전자 시스템,"교통 정보 전달 시스템, 방법, 프로그램, 휴대 통신 단말 및 서버",2005.03.11,JP
UAM,기체•부품,인증•시험평가,"●모자 헬멧신발용색차이 파롯토아크세사리(t.440)●모자 헬멧적청파롯토 안전 테이프(t.441)●모자 헬멧적록파롯토 안전 테이프(t.442)●모자 헬멧적황파롯토 안전 테이프(t.443)●모자 헬멧흑황색 파롯토 안전 테이프(t.444)●파롯토빨강 녹황색 안전 반사 테이프(t.445)●적황자펫 악세사리(t.446)●적록황자펫용 리드(t.447)●애완동물용 적청 악세사리(t.448)●적청파롯토바리케이토봉(끈)(t.449)●적록파롯토바리케이도봉(끈)(t.450)●적황파롯토바리케이도봉(끈)(t.451)●황자파롯토바리케이도봉(끈)(t.452)●적자파롯토바리케이도봉(끈)(t.453)●파롯토 소화전 박스(t.454)●파롯토적청포그라이토(t.455)●파롯토적황포그라이토(t.456)●파롯토적록포그라이토(t.457)●파롯토청황적색 포그라이토(t.458)●적록파롯토 경고등(t.459)●적황색 파롯토 경고등(t.460)●파롯토적청 트랙 측면등(t.461)●파롯토적황자 트랙 측면등(t.462)●파롯토적황 트랙 측면등(t.463)●파롯토적록 트랙 측면등(t.464)●니시키등 란도세르파롯토라이토(t.465)●파롯토우바차니시키등(t.466)●애완동물용 적청 펜던트(t.467)●애완동물용 적록 펜던트(t.468)●애완동물용 적황보라색 펜던트(t.469)●파롯토키호르다(t.470)●파롯토적록차 번호등 상향(t.471)●파롯토적청차 번호 등잔 밑 방향(t.472)●적록파롯토안테나등(t.473)●적록파롯토스피도 출력등(t.474)●적황파롯토스피도 출력등(t.475)●파롯토적청도어 보호등(t.476)●차량설치용 파롯토적청 악세사리(t.477)●자전거, 오토바이 설치용 파롯토적자 악세사리(t.478)●파롯토 풍차형 바리게이트(t.479)●적황충돌 방지 파롯토라이토(t.480)●파롯토 적황색 타워 충돌 방지등(t.481)●적황파롯토 선박 충돌 방지등(t.482)●파롯토적청 트랙 측면등●적청(초록) 파롯토나비안테나(t.484)●파롯토 전철(위험) 통지 버튼등(t.485)",2013.05.28,JP
UAM,기체•부품,기계•전기전자 시스템,동력식 간이 침대를 위한 자동 시스템,2016.11.02,US
UAM,기체•부품,기계•전기전자 시스템,동력부착 롤 인형 간이 베드,2018.01.26,US
UAM,기체•부품,기체구조,단거리이착륙 항공기,2007.07.24,JP
UAM,기체•부품,기체구조,단거리이착륙 항공기,2007.07.24,JP
UAM,기체•부품,동력•추진 시스템,고장 검지 장치 및 무인 비행기,2016.09.23,JP
UAM,기체•부품,동력•추진 시스템,마르치코프타,2019.05.09,JP
UAM,항행•교통관리,UAM 비행•항법,소형 비행체,2004.08.12,JP
UAM,기체•부품,기계•전기전자 시스템,무인 비행체,2019.03.26,JP
UAM,기체•부품,기계•전기전자 시스템,회전익 항공기에서 멀티블레이드 로터의 로터브레이드의 커렉티브 피치 및 사이클릭 피치를 제어하기 위한 제어 시스템,2015.04.23,DE
UAM,기체•부품,동력•추진 시스템,무인 비행체 및 그 저장 시스템,2017.05.18,JP
UAM,기체•부품,기계•전기전자 시스템,촬상 시스템 및 비행체,2017.06.30,JP
UAM,기체•부품,기계•전기전자 시스템,면세품 구입 예약 시스템,2004.12.28,JP
UAM,기체•부품,인증•시험평가,로터 허브 구조,2004.12.10,JP
UAM,기체•부품,동력•추진 시스템,선회 광선 방사 장치,2010.04.01,JP
UAM,기체•부품,동력•추진 시스템,피치 변경 장치 및 이것을 이용하는 비행 장치,2016.01.12,JP
UAM,기체•부품,기체구조,수직 이착륙 자유자재기 「윈로터」(wingrotary),2005.04.26,JP
UAM,기체•부품,기계•전기전자 시스템,멀티 로터형 헬리콥터 및 이것을 사용한 약제의 공중 살포 방법,2015.08.12,JP
UAM,기체•부품,인증•시험평가,회전익 항공기의 로터 허브 구조체,2002.08.09,JP
UAM,기체•부품,기체구조,인쇄 회로 기판을 이용한 무인 비행체,2010.12.01,KR
UAM,기체•부품,인증•시험평가,무인 소형 비행체를 이용한 점검 방법 및 이것으로 이용하는 무인 소형 비행체,2019.03.27,JP
UAM,기체•부품,동력•추진 시스템,무인 항공기,2018.09.25,JP
UAM,기체•부품,기계•전기전자 시스템,"피복재 피복용 무인 항공기, 무인 항공기를 이용한 피복재의 피복 방법",2017.11.15,JP
UAM,기체•부품,인증•시험평가,무인 소형 비행체를 이용한 점검 방법 및 이것으로 이용하는 무인 소형 비행체,2018.07.24,JP
UAM,기체•부품,기계•전기전자 시스템,촬상 시스템 및 컴퓨터 프로그램,2015.09.15,JP
UAM,기체•부품,인증•시험평가,무인 항공기,2017.03.06,JP
UAM,기체•부품,기계•전기전자 시스템,외면재 조사 시스템,2017.07.28,JP
UAM,기체•부품,동력•추진 시스템,패러렐 하이브리드 방식에 의한 멀티 로터 항공기,2014.01.20,JP
UAM,기체•부품,동력•추진 시스템,Vtol기,2002.06.13,JP
UAM,기체•부품,동력•추진 시스템,무인 비행체 및 회전 체결 부재의 조작 방법,2016.03.30,JP
UAM,기체•부품,기계•전기전자 시스템,"무인 소형 비행체의 비행 제어 방법, 내부 공간의 상황 및 그 벽면 상황의 점검 방법",2017.08.10,JP
UAM,기체•부품,기계•전기전자 시스템,헬기 위치 표시 시스템,2015.03.11,JP
UAM,기체•부품,기계•전기전자 시스템,소형 무인 비행기의 제어 방법,2015.10.16,JP
UAM,기체•부품,기계•전기전자 시스템,비행체 및 비행체의 제어 방법,2019.06.24,JP
UAM,기체•부품,동력•추진 시스템,이중 반전식 로터 시스템 탑재 헬리콥터,2016.05.31,JP
UAM,기체•부품,기체구조,자동 원심식 가변 피치 로터부착 인력 수직이착륙기,2006.10.11,JP
UAM,기체•부품,기계•전기전자 시스템,비행선 정보관리 시스템,2006.02.23,JP
UAM,기체•부품,동력•추진 시스템,무인 멀티 로터형 헬리콥터 기체의 프로펠러 가이드화,2015.03.26,JP
UAM,기체•부품,기체구조,방뢰헬리포트,2011.01.25,JP
UAM,기체•부품,동력•추진 시스템,무선 조정 무인기의 안전 비행을 실현하는 무선 조정 무인기 운용 시스템,2016.07.23,JP
UAM,기체•부품,동력•추진 시스템,프로펠러 리니어 모터,2017.02.24,JP
UAM,기체•부품,기계•전기전자 시스템,무인 헬리콥터,2006.04.27,JP
UAM,기체•부품,기체구조,회전익 항공기의 착륙 장치,2004.06.03,JP
UAM,기체•부품,동력•추진 시스템,H형구조의 헬리콥터,2013.11.25,TW
UAM,기체•부품,기계•전기전자 시스템,헬리콥터의 조종 유압 기구,2003.10.23,JP
UAM,기체•부품,기체구조,수직 이착륙하는 비행기,2008.07.22,JP
UAM,기체•부품,기계•전기전자 시스템,"무인기계, 특히 회전익 무인기계를 원격 조정하기 위한 방법 및 기기",2011.03.11,FR
UAM,기체•부품,기계•전기전자 시스템,무인 비행체,2019.03.26,JP
UAM,기체•부품,기계•전기전자 시스템,목표물 위치 특정 장치 및 목표물 위치 특정 방법,2008.11.20,JP
UAM,기체•부품,기계•전기전자 시스템,무선 조정 무인기 급전시스템,2018.07.20,JP
UAM,기체•부품,기계•전기전자 시스템,각종 에너지 보존 사이클 합체기관,2009.12.14,JP
UAM,기체•부품,기계•전기전자 시스템,각종 에너지 보존 사이클 합체기관,2009.12.14,JP
UAM,기체•부품,기계•전기전자 시스템,각종 에너지 보존 사이클 합체기관,2009.12.14,JP
UAM,기체•부품,기계•전기전자 시스템,각종 에너지 보존 사이클 합체기관,2009.12.10,JP
UAM,기체•부품,기계•전기전자 시스템,각종 에너지 보존 사이클 합체기관,2009.12.10,JP
UAM,기체•부품,기계•전기전자 시스템,각종 에너지 보존 사이클 합체기관,2009.12.10,JP
UAM,기체•부품,기계•전기전자 시스템,각종 에너지 보존 사이클 합체기관,2009.12.10,JP
UAM,기체•부품,기계•전기전자 시스템,각종 에너지 보존 사이클 합체기관,2009.12.07,JP
UAM,기체•부품,동력•추진 시스템,"회전익 무인기계에 의한 프로펠러 추진식 활주 이동체, 특히, 수중익선",2015.12.09,FR
UAM,기체•부품,기계•전기전자 시스템,"조난자 구조 지원 장치, 지원 시스템 및 지원 방법",2009.08.20,JP
UAM,기체•부품,기계•전기전자 시스템,"비행 장치, 비행 방법 및 프로그램",2018.06.18,JP
UAM,기체•부품,동력•추진 시스템,비행체,2019.07.11,JP
UAM,기체•부품,동력•추진 시스템,무인 항공기,2018.07.17,JP
UAM,기체•부품,동력•추진 시스템,무인 항공기,2018.07.17,JP
